ID,contents,time,timeD
0,11
(null),(null),20,9
1,24
(null),(null),26,2
2,29
(null),(null),31,2
3,34
(null),(null),36,2
4,38
(null),(null),40,2
5,43
(null),(null),45,2
6,47
(null),(null),49,2
7,52
(null),(null),54,2
8,56
(null),(null),59,3
9,61
(null),(null),63,2
10,65
(null),(null),70,5
11,75
(null),(null),78,3
12,81
(null),(null),83,2
13,87
(null),(null),89,2
14,92
(null),(null),95,3
15,98
(null),(null),101,3
16,104
(null),(null),107,3
17,110
(null),(null),112,2
18,115
(null),(null),118,3
19,121
(null),(null),124,3
20,127
(null),(null),132,5
21,135
(null),(null),138,3
22,140
(null),(null),143,3
23,146
(null),(null),149,3
24,152
(null),(null),155,3
25,158
(null),(null),160,2
26,163
(null),(null),166,3
27,169
(null),(null),172,3
28,175
(null),(null),177,2
29,180
(null),(null),183,3
30,186
(null),(null),189,3
31,192
(null),(null),195,3
32,206
(null),(null),209,3
33,212
(null),(null),215,3
34,218
(null),(null),220,2
35,223
(null),(null),226,3
36,229
(null),(null),232,3
37,235
(null),(null),238,3
38,241
(null),(null),244,3
39,246
(null),(null),249,3
40,252
(null),(null),255,3
41,258
(null),(null),261,3
42,264
(null),(null),267,3
43,270
(null),(null),272,2
44,275
(null),(null),278,3
45,281
(null),(null),284,3
46,287
(null),(null),289,2
47,292
(null),(null),298,6
48,301
(null),(null),304,3
49,307
(null),(null),309,2
50,312
(null),(null),315,3
51,318
(null),(null),321,3
52,324
(null),(null),326,2
53,329
(null),(null),332,3
54,335
(null),(null),338,3
55,341
(null),(null),345,4
56,349
(null),(null),351,2
57,354
(null),(null),357,3
58,360
(null),(null),363,3
59,366
(null),(null),368,2
60,371
(null),(null),374,3
61,377
(null),(null),380,3
62,383
(null),(null),385,2
63,388
(null),(null),391,3
64,394
(null),(null),397,3
65,400
(null),(null),403,3
66,406
(null),(null),408,2
67,411
(null),(null),414,3
68,417
(null),(null),420,3
69,423
(null),(null),425,2
70,428
(null),(null),447,19
71,450
(null),(null),453,3
72,456
(null),(null),458,2
73,462
(null),(null),464,2
74,467
(null),(null),470,3
75,479
(null),(null),482,3
76,485
(null),(null),487,2
77,490
(null),(null),493,3
78,496
(null),(null),499,3
79,502
(null),(null),505,3
80,507
(null),(null),510,3
81,513
(null),(null),516,3
82,519
(null),(null),522,3
83,525
(null),(null),527,2
84,530
(null),(null),533,3
85,536
(null),(null),539,3
86,542
(null),(null),544,2
87,552
(null),(null),555,3
88,558
(null),(null),561,3
89,564
(null),(null),566,2
90,570
(null),(null),572,2
91,575
(null),(null),578,3
92,581
(null),(null),584,3
93,587
(null),(null),589,2
94,592
(null),(null),595,3
95,598
(null),(null),601,3
96,604
(null),(null),607,3
97,610
(null),(null),612,2
98,615
(null),(null),620,5
99,623
(null),(null),626,3
100,629
(null),(null),632,3
101,634
(null),(null),637,3
102,640
(null),(null),643,3
103,647
(null),(null),649,2
104,652
(null),(null),655,3
105,658
(null),(null),661,3
106,664
(null),(null),666,2
107,669
(null),(null),672,3
108,675
(null),(null),678,3
109,681
(null),(null),684,3
110,686
(null),(null),689,3
111,692
(null),(null),695,3
112,698
(null),(null),700,2
113,703
(null),(null),706,3
114,709
